questionOptionID,optionLabel,optionValue,questionID
68280,A,Neptune,18154
68281,B,Jupiter,18154
68282,C,Uranus,18154
68283,D,Mars,18154
68284,A,Keith Richards,18155
68285,B,Charlie Watts,18155
68286,C,Mick Jagger,18155
68287,D,Bill Wyman,18155
68288,A,Thornton Wilder,18156
68289,B,Mark Twain,18156
68290,C,Edith Wharton,18156
68291,D,Margaret Mitchell,18156
68292,A,Austria,18157
68293,B,Switzerland,18157
68294,C,Belgium,18157
68295,D,Liechtenstein,18157
68296,A,Germany,18158
68297,B,Russia,18158
68298,C,Italy,18158
68299,D,Austria,18158
68300,A,He was the last person released from an American internment camp,18159
68301,B,He was the first American who died in the Northern Expedition in China,18159
68302,C,He was the first identical twin to survive separation,18159
68303,D,He was the first person in the USA executed by lethal gas,18159
68304,A,1891,18160
68305,B,1938,18160
68306,C,1789,18160
68307,D,678,18160
68308,A,1459,18161
68309,B,1800,18161
68310,C,1890,18161
68311,D,1902,18161
68312,A,Francis II,18162
68313,B,Wilhelm XII of Saxony,18162
68314,C,Francis Ferdinand I of Austria,18162
68315,D,Wilhelm I of Prussia,18162
68316,A,The first human heart transplant,18163
68317,B,The first brain operation,18163
68318,C,The first lung transplant,18163
68319,D,The first kidney transplant,18163
68320,A,Don Giovanni,18164
68321,B,La Boheme,18164
68322,C,Cosi Fan Tutti,18164
68323,D,La Traviata,18164
68324,A,Incredible strength,18165
68325,B,Drama,18165
68326,C,A broken heart,18165
68327,D,A fatal flaw,18165
68328,A,Ernest Lubitsch,18166
68329,B,Josef von Sternberg,18166
68330,C,Charlie Chaplin,18166
68331,D,Rene Clair,18166
68332,A,Orono,18167
68333,B,Charleston,18167
68334,C,Boston,18167
68335,D,Philadelphia,18167
68336,A,Bulova,18168
68337,B,Seiko,18168
68338,C,Omega,18168
68339,D,Casio,18168
68340,A,The earliest known math text.,18169
68341,B,The earliest known map,18169
68342,C,The earliest known accounting ledger.,18169
68343,D,The earliest known portrait.,18169
68344,A,Porto Espana,18170
68345,B,Santo Domingo,18170
68346,C,Isabella,18170
68347,D,Hispaniola,18170
68348,A,False,18171
68349,B,True,18171
68350,A,They only burned religious books.,18172
68351,B,They burned the encyclopedias first.,18172
68352,C,They burned the oldest books first.,18172
68353,D,They did not burn the furniture.,18172
68354,A,A false idea about the effect of animals on the world,18173
68355,B,A description of how dogs pant,18173
68356,C,An astronomical idea,18173
68357,D,A superstition,18173
68358,A,I love you.,18174
68359,B,How are you today?,18174
68360,C,Good morning,18174
68361,D,Sleep well.,18174
68362,A,1898,18175
68363,B,1927,18175
68364,C,1956,18175
68365,D,1985,18175
68366,A,New Jersey,18176
68367,B,Hawaii,18176
68368,C,Alaska,18176
68369,D,New York,18176
68370,A,A computer glitch,18177
68371,B,Alien language,18177
68372,C,Topsy-turvy,18177
68373,D,A mishmash of languages,18177
68374,A,True,18178
68375,B,False,18178
68376,A,True,18179
68377,B,False,18179
68378,A,"Malaga, Spain",18180
68379,B,"Vilna, Lithuania",18180
68380,C,"Rotterdam, The Netherlands",18180
68381,D,"Bucharest, Romania",18180
68382,A,Boston,18181
68383,B,Baltimore,18181
68384,C,Charleston,18181
68385,D,Cleveland,18181
68386,A,The act of fattening up,18182
68387,B,The state of being pale,18182
68388,C,The state of being morose,18182
68389,D,The act of bleeding,18182
68390,A,Adolph Anderssen,18183
68391,B,John Marshall,18183
68392,C,Paul Morphy,18183
68393,D,Henry  Bird,18183
68394,A,Horace Wells,18184
68395,B,Lucien Hobbs,18184
68396,C,Norman Kingsley,18184
68397,D,Pierre Fauchard,18184
68398,A,She was the first female architect to design a skyscraper.,18185
68399,B,She was the first female winner of the Pulitzer Prize in Feature Writing,18185
68400,C,She was the first woman to command a US Navy ship during a war.,18185
68401,D,She was the first US female to demand the right to vote.,18185
68402,A,Thyroidectomy,18186
68403,B,Bone marrow transplant,18186
68404,C,Lung transplant,18186
68405,D,Angioplasty,18186
68406,A,pickled pickles,18187
68407,B,pickles,18187
68408,C,pickled peppers,18187
68409,D,Peppers,18187
68410,A,Kay Corleone,18188
68411,B,Sonny Corleone,18188
68412,C,Tom Hagen,18188
68413,D,Fredo Corleone,18188
68414,A,Thaddeus,18189
68415,B,Judas,18189
68416,C,Bartholomew,18189
68417,D,Simon the Zealot,18189
68418,A,Greta Garbo,18190
68419,B,Elizabeth Taylor,18190
68420,C,Ingrid Bergman,18190
68421,D,Katherine Hepburn,18190
68422,A,GoldenEye,18191
68423,B,French Kiss,18191
68424,C,Batman Forever,18191
68425,D,Braveheart,18191
68426,A,The Taming of the Shrew,18192
68427,B,Measure for Measure,18192
68428,C,Twelfth Night,18192
68429,D,Alls Well That Ends Well,18192
68430,A,Ilsa Lund (Casablanca),18193
68431,B,Scarlett OHara (Gone with the Wind),18193
68432,C,Allie Hamilton (The Notebook),18193
68433,D,Rose DeWitt  (Titanic),18193
68434,A,Australia,18194
68435,B,Germany,18194
68436,C,Russia,18194
68437,D,USA,18194
68438,A,Pygmies in Central Africa,18195
68439,B,Eskimos,18195
68440,C,Native Americans in the US,18195
68441,D,Tasmanian Aborigines,18195
68442,A,Ilsa,18196
68443,B,Captain Renault,18196
68444,C,Victor Laszlo,18196
68445,D,Sam,18196
68446,A,Liza Minneli,18197
68447,B,Ava Gardner,18197
68448,C,Judy Garland,18197
68449,D,Lauren Bacall,18197
68450,A,The Strange Boy,18198
68451,B,The Power of Love,18198
68452,C,The Power of the Thing,18198
68453,D,It Flew to Earth,18198
68454,A,Bonanza,18199
68455,B,Gunsmoke,18199
68456,C,The Flintstones,18199
68457,D,Hawaii 5-0,18199
68458,A,True,18200
68459,B,False,18200
68460,A,Colorado,18201
68461,B,Wyoming,18201
68462,C,Maryland,18201
68463,D,Vermont,18201
68464,A,Neon,18202
68465,B,Eat at Joes,18202
68466,C,The Sahara,18202
68467,D,Enter,18202
68468,A,Robert Zemeckis,18203
68469,B,Brian DePalma,18203
68470,C,Steven Spielberg,18203
68471,D,Ridley Scott,18203
68472,A,Friday,18204
68473,B,Professor  Moraiarity,18204
68474,C,The Riddler,18204
68475,D,The  Joker,18204
68476,A,10-15,18205
68477,B,25-30,18205
68478,C,20-25,18205
68479,D,15-20,18205
68480,A,The  Zoot Sims Big Band,18206
68481,B,Dr. Teeth and Electric Mayhem,18206
68482,C,The Fabulous Baker brothers,18206
68483,D,Nylon,18206
68484,A,150 degrees Fahrenheit,18207
68485,B,212 degrees Fahrenheit,18207
68486,C,150 degrees Centigrade,18207
68487,D,0 degrees Kelvin,18207
68488,A,ROBBER-E,18208
68489,B,BEAT/COP,18208
68490,C,HITMAN,18208
68491,D,BOOK-EM,18208
68492,A,They are asteroids.,18209
68493,B,They have stars on the New York City Walk of Fame.,18209
68494,C,They are enshrined in the US Hall of Fame in New York City.,18209
68495,D,They are stars.,18209
68496,A,Copper,18210
68497,B,Zinc,18210
68498,C,Bronze,18210
68499,D,Chromium,18210
68500,A,Zaber,18211
68501,B,Pronk,18211
68502,C,Clouth,18211
68503,D,Phenalk,18211
68504,A,Scott Bryce,18212
68505,B,Haley Joel Osmont,18212
68506,C,Jake Gyllendall,18212
68507,D,Jay Thomas,18212
68508,A,He sold hunting equipment.,18213
68509,B,He sold over 100% of the film to investors,18213
68510,C,He ran bingo games.,18213
68511,D,"He managed a Walmart in Flint, Michigan.",18213
68512,A,JAVA,18214
68513,B,LINUS,18214
68514,C,LOTUS,18214
68515,D,COBOL,18214
68516,A,Issac Hayes,18215
68517,B,Jewel,18215
68518,C,Ashanti,18215
68519,D,Prince,18215
68520,A,Mario Lemieux,18216
68521,B,Wayne Gretsky,18216
68522,C,Gordie Howe,18216
68523,D,Patrick Roy,18216
68524,A,Cycletrone-Check,18217
68525,B,Cray-1,18217
68526,C,Deep Blue,18217
68527,D,Super Check,18217
68528,A,City of the believers,18218
68529,B,Place of peace,18218
68530,C,Prison,18218
68531,D,Sunset prayers,18218
68532,A,Betty Carson,18219
68533,B,Elizabeth Jenkins,18219
68534,C,Elizabeth Garrison,18219
68535,D,Elizabeth Van Lew,18219
68536,A,Theodore Roosevelt,18220
68537,B,Abraham Lincoln,18220
68538,C,Chester A. Arthur,18220
68539,D,Williaam Howard Taft,18220
68540,A,All in the Game,18221
68541,B,Lets Fall in Love,18221
68542,C,Rock Around the Clock,18221
68543,D,I Cant Help Falling in Love With You,18221
68544,A,Betty Ford,18222
68545,B,Anna Eleanor Roosevelt,18222
68546,C,Helen Taft,18222
68547,D,Lou Henry Hoover,18222
68548,A,Do to others the same as you do to yourself.,18223
68549,B,I know that I dont know anything.,18223
68550,C,Dont look a gift horse in the mouth.,18223
68551,D,"While I breath, I hope",18223
68552,A,6 out of ten,18224
68553,B,0,18224
68554,C,4 out of ten,18224
68555,D,2  out of ten,18224
68556,A,Blaise Pascal,18225
68557,B,Democritus,18225
68558,C,Francis Mayron,18225
68559,D,Rene Descartes,18225
68560,A,Samuel Beckett,18226
68561,B,Thomas Hardy,18226
68562,C,Marcel Proust,18226
68563,D,Bernard Shaw,18226
68564,A,True,18227
68565,B,False,18227
68566,A,Jackie Wilson,18228
68567,B,David Ruffin,18228
68568,C,Brook Benton,18228
68569,D,Sam Cook,18228
68570,A,Stockton,18229
68571,B,Palmer,18229
68572,C,Barrow,18229
68573,D,Nome,18229
68574,A,The United States,18230
68575,B,Peru,18230
68576,C,Ecuador,18230
68577,D,Chile,18230
68578,A,Alaska,18231
68579,B,Washington,18231
68580,C,North Carolina,18231
68581,D,Massachusetts,18231
68582,A,Marx,18232
68583,B,Nietzsche,18232
68584,C,Kant,18232
68585,D,Hegel,18232
68586,A,Hysteria,18233
68587,B,Positivism,18233
68588,C,Reaction formation,18233
68589,D,Transference,18233
68590,A,October 19,18234
68591,B,December 24,18234
68592,C,June 16,18234
68593,D,July 3,18234
68594,A,All other things being equal,18235
68595,B,Let the seller beware,18235
68596,C,Let the buyer beware,18235
68597,D,The case can not stand,18235
68598,A,Prion,18236
68599,B,Lemma,18236
68600,C,Papule,18236
68601,D,Alper,18236
68602,A,Nizhny Novgorod,18237
68603,B,Okastock,18237
68604,C,Vladivostock,18237
68605,D,St. Okasburgh,18237
68606,A,Strawberry Fields Forever,18238
68607,B,Help!,18238
68608,C,Penny Lane,18238
68609,D,A Hard Days Night,18238
68610,A,Starfish,18239
68611,B,Horse,18239
68612,C,Slug,18239
68613,D,Elephant,18239
68614,A,False,18240
68615,B,True,18240
68616,A,False,18241
68617,B,True,18241
68618,A,23,18242
68619,B,119,18242
68620,C,243,18242
68621,D,306,18242
68622,A,True,18243
68623,B,False,18243
68624,A,No,18244
68625,B,Yes,18244
68626,A,Mendelssohn,18245
68627,B,Beethoven,18245
68628,C,Schumann,18245
68629,D,Schubert,18245
68630,A,Ghana,18246
68631,B,Somalia,18246
68632,C,Malawi,18246
68633,D,Gabon,18246
68634,A,Ohio,18247
68635,B,Indiana,18247
68636,C,Massachusetts,18247
68637,D,North Carolina,18247
68638,A,Its original wealth came from the iron mines in the region.,18248
68639,B,It is a duchy.,18248
68640,C,"Its capital, Esch-sur-Alzette, is not its largest city.",18248
68641,D,It is often grouped with the Benelux group of European nations.,18248
68642,A,Khrushchev,18249
68643,B,Trotsky,18249
68644,C,Lenin,18249
68645,D,Stalin,18249
68646,A,George VI,18250
68647,B,Edward VIII,18250
68648,C,George V,18250
68649,D,Elizabeth Bowes-Lyon,18250
68650,A,Alan Funt,18251
68651,B,Allen Dulles,18251
68652,C,William Donovan,18251
68653,D,John Birch,18251
68654,A,False,18252
68655,B,True,18252
68656,A,Germany,18253
68657,B,The Czech Republic,18253
68658,C,Surinam,18253
68659,D,Serbia,18253
68660,A,James Monroe,18254
68661,B,Thomas Jefferson,18254
68662,C,Andrew Jackson,18254
68663,D,George Washington,18254
68664,A,Secretariat,18255
68665,B,Cigar,18255
68666,C,Man OWar,18255
68667,D,Seabiscuit,18255
68668,A,Henry the Seventh,18256
68669,B,William the Fifth,18256
68670,C,Charles the Fourth,18256
68671,D,Henry the Eighth,18256
68672,A,Johnny 5,18257
68673,B,C-3PO,18257
68674,C,Apollo 440,18257
68675,D,Sentinel 7,18257
68676,A,Something Wicked This Way Comes,18258
68677,B,The Deep Ones,18258
68678,C,The Shadow Over Innsmouth,18258
68679,D,The Gods of Pegana,18258
68680,A,Scoliosis,18259
68681,B,Multiple sclerosis,18259
68682,C,Cerebral palsy,18259
68683,D,Muscular dystrophy,18259
68684,A,False,18260
68685,B,True,18260
68686,A,Leave the Bourbon on the Shelf,18261
68687,B,"Ruby, Dont Take Your Love to Town",18261
68688,C,Reuben James,18261
68689,D,Never There,18261
68690,A,51,18262
68691,B,50,18262
68692,C,13,18262
68693,D,7,18262
68694,A,United Kingdom of Great Britain and Northern Ireland,18263
68695,B,Great Britain,18263
68696,C,"United Kingdom of England, Scotland, Wales and Northern Ireland",18263
68697,D,Union of Kingdoms of England and Scotland,18263
68698,A,Glasgow,18264
68699,B,Liverpool,18264
68700,C,Manchester,18264
68701,D,London,18264
68702,A,United Benetton Designers,18265
68703,B,United Colors of Benetton,18265
68704,C,Benetton Fashion Union,18265
68705,D,Benetton Union,18265
68706,A,Brussels,18266
68707,B,Strasbourg,18266
68708,C,Luxembourg,18266
68709,D,The EU has no official capital.,18266
68710,A,Al Riyadh,18267
68711,B,Dauha,18267
68712,C,Abu Dhabi,18267
68713,D,Dubai,18267
68714,A,OHare in Chicago,18268
68715,B,Metropolitan in Detroit,18268
68716,C,Dallas Fort Worth,18268
68717,D,La Guardia in New York,18268
68718,A,Socialistic,18269
68719,B,Council,18269
68720,C,Communist,18269
68721,D,Republic,18269
68722,A,United Technologies Corporation,18270
68723,B,United Tennessee Company,18270
68724,C,Union of high-Technology Corporations,18270
68725,D,Union of Texas Craft-makers,18270
68726,A,top,18271
68727,B,none,18271
68728,C,neither,18271
68729,D,bottom,18271
68730,A,Nicholas III,18272
68731,B,Alexander IV,18272
68732,C,Ivan the Terrible,18272
68733,D,Mikhail Romanov,18272
68734,A,The Tempest,18273
68735,B,A Midsummers Night Dream,18273
68736,C,Hamlet,18273
68737,D,"Henry VI, Part One",18273
68738,A,The same birthplace,18274
68739,B,The same nickname,18274
68740,C,The same birthdate,18274
68741,D,The same wife,18274
68742,A,Guatemala,18275
68743,B,Ecuador,18275
68744,C,Nicaragua,18275
68745,D,Honduras,18275
68746,A,Someone who buys books,18276
68747,B,Someone who loves books,18276
68748,C,Someone who hates books,18276
68749,D,Someone who sells books,18276
68750,A,The formal name for the Alps,18277
68751,B,"A 500 year-old brewery in Basel, Switzerland",18277
68752,C,A garden in Switzerland dedicated to peace,18277
68753,D,A 500 year-old organization of Swiss guards,18277
68754,A,False,18278
68755,B,True,18278
68756,A,They are responsible for the first translation of  Don Quixote into English.,18279
68757,B,They are responsible for the most popular Spanish version of the Bible.,18279
68758,C,They are the publishers of the top-selling Spanish-language newspapers in  the USA.,18279
68759,D,They are the top stars of Spanish-language television in the USA.,18279
68760,A,Mr. Bojangles,18280
68761,B,Mr Butterbeans,18280
68762,C,Mr Wiggle,18280
68763,D,Mr. Greenjeans,18280
68764,A,True,18281
68765,B,False,18281
68766,A,Seal,18282
68767,B,Will Smith,18282
68768,C,Johnny Cash,18282
68769,D,Prince,18282
68770,A,A collapsed star,18283
68771,B,All of these,18283
68772,C,A space storm,18283
68773,D,A gap between time and space,18283
68774,A,Experience,18284
68775,B,Age,18284
68776,C,All of these,18284
68777,D,Nobility,18284
68778,A,The Friday after Easter,18285
68779,B,The first Friday of the year,18285
68780,C,The Friday after Thanksgiving,18285
68781,D,Friday the 13th,18285
68782,A,Storms,18286
68783,B,War,18286
68784,C,Soil,18286
68785,D,Death,18286
68786,A,Something old-fashioned,18287
68787,B,Something that is completely unwearable,18287
68788,C,Something considered very trendy and a fashion basic,18287
68789,D,Something returning in fashion after long absence,18287
68790,A,Hippie,18288
68791,B,All of these,18288
68792,C,Hip hop,18288
68793,D,Goth,18288
68794,A,Beyonce Knowles,18289
68795,B,Amy Winehouse,18289
68796,C,Christina Aguilera,18289
68797,D,Alicia Keys,18289
68798,A,Tuberculosis,18290
68799,B,Plague,18290
68800,C,Malaria,18290
68801,D,Cholera,18290
68802,A,Crimson tea,18291
68803,B,Grey tea,18291
68804,C,Purple tea,18291
68805,D,Brown tea,18291
68806,A,Red and black,18292
68807,B,All of these,18292
68808,C,Black and yellow,18292
68809,D,Black and orange,18292
68810,A,Jupiter,18293
68811,B,Neptune,18293
68812,C,Uranus,18293
68813,D,Saturn,18293
68814,A,King of Jazz,18294
68815,B,Godfather of Soul,18294
68816,C,King of the Blues,18294
68817,D,Chairman of the Board,18294
68818,A,All of these,18295
68819,B,Caramelization,18295
68820,C,Removing excess fat from meat by heating,18295
68821,D,Maillard reaction,18295
68822,A,The One,18296
68823,B,Beautiful Day,18296
68824,C,The Sweetest Thing,18296
68825,D,Elevation,18296
68826,A,Mezamine,18297
68827,B,Melanin,18297
68828,C,Melamine,18297
68829,D,Methylamine,18297
68830,A,Spite,18298
68831,B,Disease,18298
68832,C,Greed,18298
68833,D,Serenity,18298
68834,A,Chocolate,18299
68835,B,Coffee,18299
68836,C,Brown sugar,18299
68837,D,Molasses,18299
68838,A,Tea color,18300
68839,B,Earth color,18300
68840,C,Chestnut color,18300
68841,D,Wood color,18300
68842,A,Little Brown Jug,18301
68843,B,Little Brown Bug,18301
68844,C,Little Brown Child,18301
68845,D,Little Brown Chair,18301
68846,A,Camaro,18302
68847,B,Corvette,18302
68848,C,Impala,18302
68849,D,Malibu,18302
68850,A,Alaska,18303
68851,B,Florida,18303
68852,C,Colorado,18303
68853,D,California,18303
68854,A,Meryl Streep,18304
68855,B,Katharine Hepburn,18304
68856,C,Susan Sarandon,18304
68857,D,Elizabeth Taylor,18304
68858,A,Timothy Dalton,18305
68859,B,Sean Connery,18305
68860,C,Roger Moore,18305
68861,D,George Lazenby,18305
68862,A,60th anniversary,18306
68863,B,50th anniversary,18306
68864,C,40th anniversary,18306
68865,D,25th anniversary,18306
68866,A,Cow,18307
68867,B,Dragon,18307
68868,C,Goat,18307
68869,D,Ram,18307
68870,A,Childrens science fiction,18308
68871,B,Egocentric celebrities,18308
68872,C,Politicians who waste government money,18308
68873,D,Animated short films,18308
68874,A,125,18309
68875,B,505,18309
68876,C,610,18309
68877,D,450,18309
68878,A,24,18310
68879,B,149,18310
68880,C,85,18310
68881,D,239,18310
68882,A,79,18311
68883,B,152,18311
68884,C,224,18311
68885,D,363,18311
68886,A,26,18312
68887,B,74,18312
68888,C,432,18312
68889,D,132,18312
68890,A,352,18313
68891,B,59,18313
68892,C,154,18313
68893,D,659,18313
68894,A,101,18314
68895,B,5,18314
68896,C,21,18314
68897,D,463,18314
68898,A,482,18315
68899,B,2,18315
68900,C,23,18315
68901,D,171,18315
68902,A,762,18316
68903,B,895,18316
68904,C,484,18316
68905,D,225,18316
68906,A,223,18317
68907,B,195,18317
68908,C,74,18317
68909,D,364,18317
68910,A,16,18318
68911,B,29,18318
68912,C,1,18318
68913,D,5,18318
68914,A,7,18319
68915,B,16,18319
68916,C,89,18319
68917,D,36,18319
68918,A,425,18320
68919,B,200,18320
68920,C,70,18320
68921,D,350,18320
68922,A,76,18321
68923,B,66,18321
68924,C,82,18321
68925,D,71,18321
68926,A,6000,18322
68927,B,12000,18322
68928,C,4000,18322
68929,D,25000,18322
68930,A,$12500,18323
68931,B,$7000,18323
68932,C,$45000,18323
68933,D,$26000,18323
68934,A,Batrachophobia,18324
68935,B,Batophobia,18324
68936,C,Barophobia,18324
68937,D,Belonephobia,18324
68938,A,False,18325
68939,B,True,18325
68940,A,True,18326
68941,B,False,18326
68942,A,Barophobia,18327
68943,B,Basophobia,18327
68944,C,Bolshephobia,18327
68945,D,Bacillophobia,18327
68946,A,Cynophobia,18328
68947,B,Cyclophobia,18328
68948,C,Cypridophobia,18328
68949,D,Cymophobia,18328
68950,A,False,18329
68951,B,True,18329
68952,A,False,18330
68953,B,True,18330
68954,A,Cainophobia,18331
68955,B,Carcinophobia,18331
68956,C,Caligynephobia,18331
68957,D,Cancerophobia,18331
68958,A,False,18332
68959,B,True,18332
68960,A,An extra dish is left on the table.,18333
68961,B,Their radio or TV should not be turned off until they come back.,18333
68962,C,Their room and their possessions should not be cleaned up until they have arrived.,18333
68963,D,Their room should be locked up so that nobody would enter.,18333
68964,A,In front of their feet,18334
68965,B,Over their right shoulder,18334
68966,C,Over their left shoulder,18334
68967,D,Through their crossed fingers,18334
68968,A,One should not cut their nails.,18335
68969,B,All of these,18335
68970,C,One should not wear anything new.,18335
68971,D,One should not make their bed.,18335
68972,A,Perfumes,18336
68973,B,Black objects,18336
68974,C,Sharp objects,18336
68975,D,Baby clothes,18336
68976,A,At the corner of the table,18337
68977,B,At a crossroad,18337
68978,C,Under the table,18337
68979,D,Under an oak tree,18337
68980,A,They should not speak or smile,18338
68981,B,"Oh, what an ugly child!",18338
68982,C,May you grow tall and healthy!,18338
68983,D,May God guide your way!,18338
68984,A,They are seated away from the table.,18339
68985,B,They are not allowed to sit.,18339
68986,C,They are forced to drink a full glass of alcohol.,18339
68987,D,They are forbidden to take off their coat.,18339
68988,A,Guests will come.,18340
68989,B,It is going to rain.,18340
68990,C,Somebody will die.,18340
68991,D,Someone will get pregnant.,18340
68992,A,The person is telling the truth.,18341
68993,B,They will be healthy and will live long.,18341
68994,C,The sneezing person is lying.,18341
68995,D,The sneezing person will receive money soon.,18341
68996,A,A female guest will come.,18342
68997,B,A male child will be born in the house.,18342
68998,C,The person who dropped it will have to work very hard.,18342
68999,D,The crops will be abundant.,18342
69000,A,Mrs. Doubtfire,18343
69001,B,Super star,18343
69002,C,Zoolander,18343
69003,D,Elf,18343
69004,A,Dont Want to Miss a Thing,18344
69005,B,Together,18344
69006,C,Fire and Water,18344
69007,D,Fire and Ice,18344
69008,A,None of these,18345
69009,B,The winner was decided by the end of the regular time.,18345
69010,C,penalty kick shootout,18345
69011,D,One team won in overtime.,18345
69012,A,No,18346
69013,B,Yes,18346
69014,A,To keep their riches withing the family,18347
69015,B,Because he fell in love with her,18347
69016,C,He didnt known she was his mother.,18347
69017,D,Because the gods forced him to do it,18347
69018,A,Kevin Spacey,18348
69019,B,Sean Penn,18348
69020,C,Keanu Reeves,18348
69021,D,Daniel Day-Lewis,18348
69022,A,Blood on the Bar,18349
69023,B,Blood on the Scene,18349
69024,C,Blood on My Hands,18349
69025,D,Blood on the Dance Floor,18349
69026,A,Tom Cruise,18350
69027,B,Ben Affleck,18350
69028,C,Leonardo DiCaprio,18350
69029,D,Jamie Foxx,18350
69030,A,Monday Bloody Monday,18351
69031,B,Sunday Bloody Sunday,18351
69032,C,Wednesday Bloody Wednesday,18351
69033,D,Thursday Bloody Thursday,18351
69034,A,Beyonce Knowles,18352
69035,B,Britney Spears,18352
69036,C,Christina Aguilera,18352
69037,D,Kylie Minogue,18352
69038,A,Arnold Schwarzenegger,18353
69039,B,Sylvester Stallone,18353
69040,C,Bruce Willis,18353
69041,D,Jean-Claude Van Damme,18353
69042,A,Secrets of the hand,18354
69043,B,Fortune telling,18354
69044,C,Skin testing,18354
69045,D,Hand divination,18354
69046,A,Greece,18355
69047,B,India,18355
69048,C,Persia,18355
69049,D,China,18355
69050,A,The fingers of the hand,18356
69051,B,The lines of the skin,18356
69052,C,All of these,18356
69053,D,The bumps of the skin,18356
69054,A,Unmarried people,18357
69055,B,Women,18357
69056,C,Men,18357
69057,D,Children,18357
69058,A,All of these,18358
69059,B,By elements,18358
69060,C,By seasons,18358
69061,D,By animals,18358
69062,A,Life line,18359
69063,B,Head line,18359
69064,C,Heart line,18359
69065,D,Past line,18359
69066,A,Relationships,18360
69067,B,Future,18360
69068,C,Fame,18360
69069,D,Children,18360
69070,A,The mounts of the palm,18361
69071,B,The fingers,18361
69072,C,The feet and toes,18361
69073,D,The fingernails,18361
69074,A,Dragon,18362
69075,B,Storm,18362
69076,C,Fire,18362
69077,D,Summer,18362
69078,A,Heart line,18363
69079,B,Life line,18363
69080,C,Sun line,18363
69081,D,Mercury line,18363
69082,A,The Color of Money,18364
69083,B,Platoon,18364
69084,C,Top Gun,18364
69085,D,Aliens,18364
69086,A,Charlie and the Chocolate Factory,18365
69087,B,Ed Wood,18365
69088,C,Sleepy Hollow,18365
69089,D,Edward Scissorhands,18365
69090,A,John Dunne,18366
69091,B,George Eliot,18366
69092,C,Joseph Grimm,18366
69093,D,James Barrie,18366
69094,A,True,18367
69095,B,False,18367
69096,A,Tom,18368
69097,B,Alan,18368
69098,C,Lou,18368
69099,D,Mort,18368
69100,A,From Hell,18369
69101,B,Nick of Time,18369
69102,C,Chocolat,18369
69103,D,The Astronauts Wife,18369
69104,A,Jim Morrison,18370
69105,B,Ozzy Osbourne,18370
69106,C,Mick Jagger,18370
69107,D,Keith Richards,18370
69108,A,False,18371
69109,B,True,18371
69110,A,"January 8, 1935",18372
69111,B,"January 8, 1977",18372
69112,C,"August 16, 1935",18372
69113,D,"August 8, 1977",18372
69114,A,Billy and Joseph,18373
69115,B,Gladys and Vernon,18373
69116,C,Lisa Marie and Vernon,18373
69117,D,Priscilla and Dee,18373
69118,A,Neverland,18374
69119,B,Swampland,18374
69120,C,Kingstown,18374
69121,D,Graceland,18374
69122,A,Branson,18375
69123,B,Memphis,18375
69124,C,Tupelo,18375
69125,D,Nashville,18375
69126,A,Adam Rich,18376
69127,B,Jason Bateman,18376
69128,C,Meeno Peluce,18376
69129,D,Danny Pintauro,18376
69130,A,Brandy Norwood,18377
69131,B,Nia Long,18377
69132,C,Jada Pinkett,18377
69133,D,Shia LeBeouf,18377
69134,A,John McEnroe,18378
69135,B,Boris Becker,18378
69136,C,Andre Agassi,18378
69137,D,Jimmy Connors,18378
69138,A,Kristen Davis,18379
69139,B,Sarah Jessica Parker,18379
69140,C,Cynthia Nixon,18379
69141,D,Kim Catrall,18379
69142,A,Kirk Douglas,18380
69143,B,Michael Douglas,18380
69144,C,Jeff Bridges,18380
69145,D,Lloyd Bridges,18380
69146,A,Aretha Franklin,18381
69147,B,Barbra Streisand,18381
69148,C,Bette Midler,18381
69149,D,Maria Muldaur,18381
69150,A,Dave Grohl,18382
69151,B,Enrique Iglesias,18382
69152,C,Gavin Rossdale,18382
69153,D,Mark Anthony,18382
69154,A,Pam Anderson,18383
69155,B,Nikki Taylor,18383
69156,C,Christine Taylor,18383
69157,D,Heather Graham,18383
69158,A,Ross Gavindale,18384
69159,B,Nigel Pulsford,18384
69160,C,Gavin Rossdale,18384
69161,D,Chris Traynor,18384
69162,A,Ashton Kutcher,18385
69163,B,Bruce Willis,18385
69164,C,Brendan Fraser,18385
69165,D,Patrick Dempsey,18385
69166,A,Matt Houston,18386
69167,B,Matt Damon,18386
69168,C,Ben Affleck,18386
69169,D,John Stamos,18386
69170,A,Dean Cain,18387
69171,B,Jim Carrey,18387
69172,C,Matt Dillon,18387
69173,D,Alan Cumming,18387
69174,A,Yaphet Kotto,18388
69175,B,Nicholas Downs,18388
69176,C,Dana Carvey,18388
69177,D,George Chakiris,18388
69178,A,Yaphet Kotto,18389
69179,B,Sean Astin,18389
69180,C,Samuel Sarpong,18389
69181,D,Oliver Phelps,18389
69182,A,Orlando Bloom,18390
69183,B,Garrett Hedlund,18390
69184,C,Sean Astin,18390
69185,D,Norman Reedus,18390
69186,A,Steve Buscemi,18391
69187,B,Nicholas Cage,18391
69188,C,Macaulay Culkin,18391
69189,D,Danny Glover,18391
69190,A,Ian McKellen,18392
69191,B,Ryan Reynolds,18392
69192,C,Norman Wisdom,18392
69193,D,Ewan McGregor,18392
69194,A,Stephen Dorff,18393
69195,B,Matthew Broderick,18393
69196,C,Nick Nolte,18393
69197,D,Robert Redford,18393
69198,A,Frank Converse,18394
69199,B,Kenneth Branagh,18394
