questionID,questionType,questionText,categoryID,answerOptionID
22318,MCQ,"What sort of clothing freed Dobby, the house-elf, from the Malfoys according to the second Harry Potter book?",9,83796
22319,MCQ,"C.S. Lewis titled his book, Prince Caspian, after the main character, but kept one of his working titles as a subtitle. What is the subtitle of this book?",9,83803
22320,MCQ,"In the novel Prince Caspian, what two creatures did the dwarf Nikabrik bring into Prince Caspians counsel in an attempt to convince him to use dark magic against King Miraz?",9,83806
22321,MCQ,Which of the Pevensie children first sees Aslan as they journey with the dwarf Trumpkin in the book Prince Caspian?,9,83808
22322,MCQ,"During the battle between King Miraz and Peter depicted in the book Prince Caspian, which of the following does not happen?",9,83813
22323,MCQ,"In the book Prince Caspian, what is the name of the Captain of the Mice, whom Aslan rewards with a new tail for the loyalty of his troops?",9,83818
22324,MCQ,For what reason does King Miraz seek to kill Prince Caspian in the self-titled book?,9,83823
22325,T/F,"Before leaving Narnia in the novel Prince Caspian, Aslan informs Peter and Edmund that neither of them will be returning to Narnia.",9,83825
22326,MCQ,What two creatures accompany Edmund as he delivers Peters challenge to King Miraz in the book Prince Caspian?,9,83828
22327,MCQ,"In the novel Prince Caspian, which two people are responsible for Prince Caspians great interest in Old Narnia?",9,83830
22328,T/F,"The Tellmarines, featured in the novel Prince Caspian, are descendants of pirates that entered the land of Tellmar through a cave on an island.",9,83834
22329,MCQ,What is Ravenclaws symbol in the Harry Potter series?,9,83838
22330,MCQ,"In which house is Susan Bones, one of the characters in the Harry Potter series?",9,83841
22331,MCQ,Is Remus Lupin related to Sirius Black?,9,83845
22332,MCQ,Who owned Scabbers before Ron Weasley?,9,83846
22333,T/F,Ginny died in Harry Potter and the Chamber of Secrets.,9,83851
22334,T/F,"In the Harry Potter series, Rons uncle Billius saw a grim and died 25 hours later.",9,83852
22335,MCQ,Does Harry Potter have a tattoo on his chest?,9,83855
22336,MCQ,Which of these Harry Potter characters is not a member of the D.A.?,9,83858
22337,MCQ,What are Voldemorts followers called in the Harry Potter series?,9,83861
22338,T/F,Hermiones cats name is Crookshanks.,9,83864
22339,MCQ,"Which of the following is not a name for Voldemort, the chief antagonist of the Harry Potter series?",9,83866
22340,MCQ,What is the name of Luna Lovegoods father in the Harry Potter books?,9,83872
22341,T/F,Professor Snape is the Potions Master in Harry Potter and the Half-Blood Prince.,9,83874
22342,MCQ,Was Grindelwald defeated by Dumbledore in the Harry Potter series?,9,83876
22343,T/F,Harry Potter marries Hermione.,9,83878
22344,MCQ,Does Voldemort have a rat named Nagini?,9,83880
22345,T/F,"In the Disney movie, The Beauty and the Beast, all of the residents of the Beasts castle were mystical creatures.",9,83883
22346,T/F,Emma Watson plays Hermione Granger in the Harry Potter film series.,9,83884
22347,MCQ,"What English actor portrays Harry Potters best friend, Ron Weasley?",9,83886
22348,MCQ,What Gryffindor House ghost does John Cleese play in the Harry Potter film series?,9,83891
22349,MCQ,What member of the Order of the Phoenix is portrayed by actor Robbie Coltrane?,9,83895
22350,MCQ,Name the first actor who played Professor Dumbledore in the Harry Potter film series.,9,83900
22351,MCQ,"Who portrays Draco Malfoy, one of the antagonists in the Harry Potter series?",9,83902
22352,MCQ,What actor is not correctly paired with the character they played in the Harry Potter films?,9,83909
22353,MCQ,Which potion in the Harry Potter series increases the luck of the drinker?,9,83913
22354,MCQ,This potion from the Harry Potter books induces a deep dreamless sleep in the drinker.,9,83914
22355,MCQ,What potion in the Harry Potter series helps stop bleeding and heal wounds?,9,83918
22356,MCQ,What potion relieves the symptoms of lycanthropy in the Harry Potter series?,9,83923
22357,MCQ,This potion is described by J.K. Rowling as so powerful that three drops would have you spilling your innermost secrets for the entire class to hear.,9,83927
22358,MCQ,"In the Harry Potter books, this potion causes the drinker to become infatuated or obsessed with the one who gave it to them.",9,83932
22359,MCQ,"This potion, mentioned in the Harry Potter books, allows the drinker to assume the appearance of another person.",9,83937
22360,MCQ,What potion is used to help treat colds in the Harry Potter books?,9,83940
22361,MCQ,"Which potion, introduced in Harry Potter and the Philosophers Stone, lengthens the lifespan of the drinker as long as they keep drinking it?",9,83945
22362,MCQ,What potion from the Harry Potter books causes the drinker to become older?,9,83946
22363,MCQ,Which Death Eater killed Fred Weasley in Harry Potter and the Deathly Hallows?,9,83952
22364,T/F,Fictional character Severus Snape was a Death Eater when he died.,9,83954
22365,MCQ,Which Death Eater bit Lupin?,9,83956
22366,T/F,Fictional character Augustus Rookwood worked in the Department of Mysteries.,9,83960
22367,MCQ,What is the answer to the riddle the sphinx gives to Harry Potter in the maze for the third task of of the Triwizard Tournament?,9,83962
22368,MCQ,What is the name of the fourth champion of the fictional Triwizard Tournament?,9,83968
22369,MCQ,What is the name of the chapter in Harry Potter and the Goblet of Fire in which Cedric Diggory dies?,9,83973
22370,MCQ,Does Harry Potter fight a dementor in the maze in the third task of the Triwizard Tournament?,9,83975
22371,MCQ,What is the name of the dragon Viktor Krum has to fight for the first task of the Triwizard Tournament?,9,83977
22372,MCQ,What does Harry Potter do to be able to breathe underwater for the second task of the Triwizard Tournament?,9,83980
22373,MCQ,Where is Harry Potter when he finds out what the second task of the Triwizard Tournament is about?,9,83984
22374,T/F,"Harry Potter wins 10,000 galleons for winning the Triwizard Tournament.",9,83988
22375,MCQ,In what year was the novel Anne of Green Gables published?,9,83991
22376,MCQ,What was the location of the orphanage from which Anne was adopted in the book Anne of Green Gables?,9,83996
22377,MCQ,"What was the relationship between Matthew and Marilla, the couple who adopted Anne in Lucy Montgomerys book?",9,84000
22378,MCQ,How many books are there in the L. M. Montgomery Anne series?,9,84003
22379,MCQ,In the book Anne of Green Gables Anne gets herself into many predicaments.  Which of the following is NOT one of them?,9,84006
22380,MCQ,In what Canadian province do Marilla and Matthew Cuthbert live in the book Anne of Green Gables?,9,84011
22381,MCQ,What is the name of the fictional town in which the story of Anne of Green Gables unfolds?,9,84016
22382,MCQ,Which of the following is Annes surname in the book Anne of Green Gables?,9,84020
22383,MCQ,Diana Barry is Annes best friend in the book Anne of Green Gables. How did Anne describe their friendship?,9,84023
22384,MCQ,When was Anne of Green Gables - The Musical performed for the first time?,9,84027
22385,MCQ,"Early in the story of Anne of Green Gables, Marilla proudly presents Anne with three new dresses which she has made to replace the shabby, orphanage issued clothes but is very annoyed when it becomes obvious that Anne doesnt like them. Why doesnt Anne like them?",9,84032
22386,MCQ,What is the name of the theater in which Anne of Green Gables - The Musical plays every summer?,9,84037
22387,MCQ,"This Emmy Award-winning actress played Marilla in the 1985 television production of Anne of Green Gables, written and directed by Kevin Sullivan.",9,84038
22388,MCQ,What adjective best describes the character of Mrs. Rachel Lynde from the book Anne of Green Gables?,9,84042
22389,T/F,"At the end of the novel Anne of Green Gables, Matthew Cuthbert dies from complications related to pneumonia.",9,84047
22390,MCQ,"Sam had $3.00, Bob had $9.50, Joe had $5.25, and Jim had $7.25. How much is all of their money together worth?",9,84050
22391,MCQ,Which one of these numbers does not fit in the sequence: 2 4 6 7 9 12 11?,9,84054
22392,MCQ,What do you get when you divide 123 by 10?,9,84059
22393,MCQ,"There are three digits in this number. The first digit (of the hundreds) is 8. Divide it by two, that is your second digit, divide the result again by two, that is your third digit. What is the number?",9,84063
22394,MCQ,"Do all of these numbers fit the sequence: 1, 2, 3, 5, 7, 9?",9,84064
22395,MCQ,How much is 765 divided by 10?,9,84067
22396,MCQ,"Which of the following numbers doesnt belong to the others: 3, 9, 15, 20?",9,84073
22397,MCQ,A person owned 8 dogs and as many cats. What is the total amount of pets owned by that somebody?,9,84074
22398,MCQ,What is the first Horcrux found in Harry Potter and the Deathly Hallows?,9,84079
22399,MCQ,Did Harry Potter destroy Tom Riddles diary in the second book because he knew it was a Horcrux?,9,84083
22400,MCQ,What did Ron and Hermione use to destroy Hufflepuffs cup?,9,84087
22401,T/F,One of the Horcruxes in the Harry Potter books is Ravenclaws cup.,9,84089
22402,MCQ,How many Horcruxes did Tom Riddle make?,9,84091
22403,T/F,"According to the Harry Potter series of books, any object can be a Horcrux.",9,84094
22404,MCQ,"If one of Voldemorts Horcruxes is destroyed, will he know?",9,84097
22405,T/F,"Nagini, one of Voldemorts Horcruxes, is a snake.",9,84098
22406,MCQ,"How old was Charlotte, the protagonist of The True Confessions of Charlotte Doyle, when she took the trip from England to her home on Rhode Island?",9,84100
22407,MCQ,What was the name of the ship that Charlotte boarded in the book The True Confessions of Charlotte Doyle?,9,84104
22408,T/F,"In the book The True Confessions of Charlotte Doyle, the crew wanted to get revenge on the Captain.",9,84109
22409,T/F,Charlotte was the only female on the ship in the book The True Confessions of Charlotte Doyle.,9,84110
22410,T/F,"In The True Confessions of Charlotte Doyle, the men from the crew plan to kill Charlotte because she supported the Captain.",9,84112
22411,T/F,"Zachariah, a character from the book The True Confessions of Charlotte Doyle, is brutally beaten to death by the Captain and Mr. Hollybrass.",9,84114
22412,MCQ,Who does the Captain blame for the murder of Mr. Hollybrass in the book The True Confessions of Charlotte Doyle?,9,84116
22413,MCQ,"According to the book The True Confessions of Charlotte Doyle, what is the penalty for murder of a ships First Mate?",9,84120
22414,T/F,The Captain in the book The True Confessions of Charlotte Doyle dies.,9,84125
22415,MCQ,What does the Sea Witch want from the Little Mermaid in exchange for the magic potion in Andersens fairy tale The Little Mermaid?,9,84128
22416,MCQ,What is the meaning of a falling star according to the late grandmother in Andersens The Little Match Girl?,9,84130
22417,MCQ,What happens to the pea after the prince marries the princess in the fairy tale The Princess and the Pea?,9,84134
22418,MCQ,What is Elisa forbidden to do until she finishes knitting the eleven nettle shirts in Hans Christian Andersens fairy tale The Wild Swans?,9,84141
22419,MCQ,What is the word that Kai has to spell using pieces of ice in order to regain his freedom in Andersens fairy tale The Snow Queen?,9,84143
22420,MCQ,What new name is Thumbelina given at the end of the fairy tale Thumbelina?,9,84148
22421,MCQ,What animals mock the little duck in Hans Christian Andersens fairy tale The Ugly Duckling?,9,84151
22422,MCQ,What kind of people are unable to see the clothes of the emperor according to the frauds in the fairy tale The Emperors New Clothes?,9,84155
22423,MCQ,"According to The Steadfast Tin Soldier, what do the tin soldier and the paper ballerina have in common that makes the soldier fall in love?",9,84159
22424,MCQ,Why does Death decide to spare the Chinese Emperors life in the fairy tale The Nightingale by Hans Christian Andersen?,9,84163
22425,MCQ,How many people died in the fictional Battle of Hogwarts?,9,84166
22426,MCQ,How many people are in the fictional student organisation known as Dumbledores Army?,9,84173
22427,MCQ,How many siblings does Ron Weasley have?,9,84177
22428,MCQ,How many people were selected for the Triwizard Tournament in Harry Potter and the Goblet of Fire?,9,84180
22429,MCQ,How many O.W.L.s did Hermione Granger get in the Harry Potter books?,9,84184
22430,MCQ,How many dementors attacked Harry and Hermione in the end of Book 3 of the Harry Potter series?,9,84189
22431,MCQ,How many floors are in the fictional Hogwarts school?(excluding the dungeons),9,84193
22432,MCQ,On what day did Harry Potter discover the Mirror of Erised?,9,84194
22433,MCQ,On what floor of the fictional Hogwarts school do you find the Room of Requirement?,9,84199
22434,MCQ,How many people died in the book Harry Potter and the Sorcerers Stone?,9,84203
22435,MCQ,What is Harrys first line in the book Harry Potter and the Deathly Hallows?,9,84209
22436,T/F,"Fictional character Rita Skeeter wrote a book titled Albus Dumbledore, His Life and Lies.",9,84211
22437,MCQ,Was Albus Dumbledores sister named Areida?,9,84212
22438,MCQ,Who does Hermione Granger fly with when leaving Privet Drive?,9,84216
22439,MCQ,What spell does Hermione not approve of according to the book Harry Potter and the Deathly Hallows?,9,84219
22440,T/F,"In Harry Potter and the Deathly Hallows, Ron leaves the group when they are in the forest of Dean.",9,84222
22441,MCQ,What character first discovered that the name Voldemort was cursed?,9,84224
22442,T/F,It is mentioned in Harry Potter and the Deathly Hallows that Bill had a real knack for guessing the passwords for the radio.,9,84229
22443,MCQ,Who does Harry first use the Imperius curse on in Harry Potter and the Deathly Hallows?,9,84232
22444,T/F,"According to the Harry Potter books, Fleur Delacours middle name is Clemence.",9,84234
22445,MCQ,What is the name of the spell that multiplies objects in the Harry Potter books?,9,84236
22446,MCQ,"In the chapter of Harry Potter and the Deadly Hallows, titled The Princes Tale, Lily states that these two boys idea of humor is, just evil.",9,84240
22447,MCQ,What characters screams at the end of Harry Potter and the Deadly Hallows on learning of Harrys apparent death.,9,84245
22448,MCQ,Does Voldemort tell Neville that he has spirit and bravery in the last book of the Harry Potter series?,9,84249
22449,MCQ,Sleeping Beauty was the last fairy tale produced by Walt Disney.  When was it released?,9,84251
22450,T/F,Sleeping Beautys musical score and songs were inspired by Pyotr Ilyich Tchaikovskys Sleeping Beauty ballet.,9,84255
22451,MCQ,"In the Disney movie Sleeping Beauty, Princess Aurora is born to King Stefan and Queen Leah and they name her Aurora after what Roman goddess?",9,84256
22452,MCQ,In the popular Disney animated film Maleficent curses baby Aurora: she will die when she pricks her finger on a spinning wheels spindle.  Why does Maleficent arrive and curse the child?,9,84263
22453,MCQ,What is the gift of the third fairy in the Disney movie Sleeping Beauty?,9,84265
22454,MCQ,"The three fairies in the animated film Sleeping Beauty decide to conceal Aurora in a cabin in the woods until her 16th birthday passes, but before the fairies take Aurora to the woods, what does the King do to stop the curse?",9,84270
22455,MCQ,What do the fairies rename Aurora in the Disney movie Sleeping Beauty?,9,84274
22456,MCQ,"In the animated movie Sleeping Beauty, just prior to Auroras 16th birthday, Maleficent is furious that she and her evil henchmen still cannot find Aurora. What does Maleficent do?",9,84277
22457,MCQ,"In the movie Sleeping Beauty, on Auroras 16th birthday, the fairies decide to make two presents, but their attempts fail and they use their wands, thus giving away their location. What two items were the fairies making for Aurora?",9,84281
22458,T/F,"In the Disney movie Sleeping Beauty, when Aurora returns to the cabin, the fairies tell her who she really is and take her to the castle to see her parents.",9,84284
22459,MCQ,"In the movie Sleeping Beauty, back at home in the castle, Aurora finds a spinning wheel in the castles tower, pricks her finger on the spindle and falls into a deep sleep. Who finds Aurora?",9,84288
22460,T/F,"In the Disney movie Sleeping Beauty, once Aurora falls into her deep sleep, the fairies freeze time until the spell is broken.",9,84290
22461,MCQ,"In the Disney film Sleeping Beauty, the fairies find out that Prince Phillip is the man Aurora loves and the only one who can break the spell, but Maleficents henchmen capture him and take him to Maleficents castle. What is the castle called?",9,84294
22462,MCQ,"In the animated movie Sleeping Beauty, the fairies enter Maleficents castle and free the prince and give him these two magical objects.",9,84298
22463,MCQ,"After Maleficent dies in the film Sleeping Beauty, Prince Phillip rushes to Aurora and removes the curse with a kiss. The two enter the palaces ballroom and see Auroras parents. Is this the first time Aurora has seen her parents since she was an infant?",9,84301
22464,MCQ,"In the animated film Sleeping Beauty, Aurora and Prince Phillip dance a waltz and do not notice the fairies magically changing the color of Auroras ball gown.  As the book closes, Auroras gown turns this color and remains this color.",9,84302
22465,MCQ,"Sleeping Beauty was re-released theatrically in 1970, 1971, 1986, 1993, 1995, and 2008. How much did it gross in theatres in the period 1959-2009, when adjusted for ticket price inflation?",9,84307
22466,MCQ,"Why did actress Emma Watson, who plays Hermione in the Harry Potter series, keep her role in the sixth movie, Harry Potter and the Half-Blood Prince 2009, after initially deciding to quit?",9,84313
22467,MCQ,"How did actor Jim Broadbent describe his character, Horace Slughorn, from the sixth Harry Potter movie, Harry Potter and the Half-Blood Prince 2009?",9,84314
22468,MCQ,"This actress reportedly accepted the role of Narcissa Malfoy for the 2009 movie Harry Potter and the Half-Blood Prince, but her agent stated that the rumors were not true.",9,84320
22469,MCQ,Who turns out to be the Half-Blood Prince in the sixth Harry Potter movie Harry Potter and the Half-Blood Prince?,9,84324
22470,MCQ,"What is the nickname of Sirius Black, whose younger brother Regulus Black appears in a photograph owned by Horace Slughorn in the movie Harry Potter and the Half-Blood Prince 2009?",9,84327
22471,MCQ,With whom does Harry Potter form a relationship in the 2009 movie Harry Potter and the Half-Blood Prince?,9,84333
22472,MCQ,What are the differences between the original plot of the book and the script of 2009 movie Harry Potter and the Half-Blood Prince?,9,84335
22473,MCQ,What popular personality did actor Daniel Radcliffe portray in his debut movie?,9,84338
22474,MCQ,What kind of character did actor Rupert Grint from the 2009 Harry Potter and the Half-Blood Prince depict in a play based on the story of Noahs Ark when he was little?,9,84345
22475,MCQ,"Which of these cast members of the 2009 movie Harry Potter and the Half-Blood Prince was born in Paris, France?",9,84349
22476,MCQ,What kind of bird is the character from Oscar Wildes fairy tale The Happy Prince?,9,84353
22477,MCQ,How does the nightingale from Oscar Wildes story The Nightingale and the Rose find a red rose for the poor student?,9,84355
22478,MCQ,What happens to the beautiful garden of the giant when he builds a wall to keep children off in Oscar Wildes fairy tale The Selfish Giant?,9,84361
22479,MCQ,What does Hans from Oscar Wildes fairy tale The Devoted Friend do for a living?,9,84364
22480,MCQ,Why does the rocket from Oscar Wildes story The Remarkable Rocket fail to ignite?,9,84369
22481,MCQ,Why does the shepherd from Oscar Wildes fairy tale The Young King refuse to wear the royal raiment?,9,84371
22482,MCQ,What is the last line of the Infanta from Oscar Wildes story The Birthday of the Infanta?,9,84375
22483,MCQ,What does the Soul want from the fisherman in Oscar Wildes fairy tale The Fisherman and his Soul?,9,84381
22484,MCQ,Who is the mother of the Star-Child from Oscar Wildes fairy tale The Star-Child?,9,84382
22485,MCQ,What is the beautiful Star-Child transformed into in Oscar Wildes fairy tale The Star-Child?,9,84386
22486,T/F,"Harry Potter, Voldemort, and Dumbledore have connected wands.",9,84391
22487,MCQ,Which of these fictional characters is the leader of the Death Eaters?,9,84392
22488,MCQ,What was the first name of the animated 1980s hero Blackstar?,9,84397
22489,MCQ,How did Blackstar from the animated series of the same name get stranded in the alien world?,9,84403
22490,MCQ,In what year were the Blackstar animated series first broadcast on American television?,9,84405
22491,MCQ,"In the Blackstar animates series, which of these was not a name of the little people known as the Trobbits?",9,84410
22492,MCQ,How many episodes of the animated series Blackstar ran on American television?,9,84413
22493,MCQ,"The Wind in the Willows was published in 1908 without much notice. What famous author and playwright, best known for Winnie the Pooh, adapted part of the book for the stage in 1929, thus making the book famous?",9,84419
22494,MCQ,"At the beginning of the book The Wind in the Willows, what is Mole doing when he gets angry and goes above ground to the river?",9,84422
22495,MCQ,"What character from The Wind in the Willows becomes easily obsessed with items, only to forget about them soon after acquiring them?",9,84425
22496,MCQ,The Wind in the Willows was first published in 1908. What Scottish-born writer and author of the story The Reluctant Dragon wrote this book?,9,84430
22497,MCQ,What character from The Wind in the Willows gets lost in Wild Wood while looking for Badgers house?,9,84434
22498,MCQ,"In the novel The Wind in the Willows, Toad has crashed 6 cars, been put in the hospital for injuries 3 times, and has spent a great deal of money on fines. Toads friends decide to do this to save Toad since he has no sense when it comes to his obsessions.",9,84436
22499,MCQ,"In the novel The Wind in the Willows, while Mr. Toad is in jail, this person becomes fond of him and helps him escape.",9,84443
22500,MCQ,"In order to escape, Toad from The Wind in the Willows is dressed in disguise. What is he disguised as?",9,84447
22501,MCQ,"In the book The Wind in the Willows, shortly after his escape and still in disguise, Mr. Toad meets a bargewoman and tricks her into giving him a job. The bargewoman discovers Toads trick and throws him overboard. He steals her horse and sells it to a Gypsy for what?",9,84448
22502,MCQ,"In The Wind in the Willows, Mr. Toad tries to hitchhike back to the River Bank community. What is the significance of the car and driver that give Toad a ride?",9,84454
22503,MCQ,"After his jail escape, The Wind in the Willows character, Toad, learns from Ratty that Toad Hall has been taken over by these Wild Wood animals.",9,84456
22504,MCQ,In 1949 Disney released their animated versions of The Wind in the Willows and this short story.,9,84462
22505,MCQ,In 1967 this British rock band released their first album. It was titled after Chapter 7 of The Wind in the Willows: The Piper at the Gates of Dawn.,9,84467
22506,MCQ,"Based on Mr. Toads car driving in The Wind in the Willows, Mr. Toads Wild Ride was established in 1955. What is it?",9,84468
22507,MCQ,Where does Peter live in the childrens novel Peter and the Shadow Thieves?,9,84475
22508,MCQ,"In Peter and the Shadow Thieves, what is the name of Fighting Prawns oldest daughter?",9,84479
22509,MCQ,"Does Peter, the main character in Peter and the Shadow Thieves, wear shoes?",9,84481
22510,MCQ,What is the name of the mermaid that flirts with Peter in the book Peter and the Shadow Thieves?,9,84484
22511,MCQ,Who does Peter have to warn about Ombra in the childrens novel Peter and the Shadow Thieves?,9,84488
22512,T/F,"In the novel Peter and the Shadow Thieves, Slank is one of the Aster guards.",9,84491
22513,MCQ,How does Peter get to London in the book Peter and the Shadow Thieves?,9,84493
22514,MCQ,"In the book Peter and the Shadow Thieves, the starstuff was in what tower?",9,84497
22515,T/F,"In the childrens novel Peter and the Shadow Thieves, James and Thomas are the two fastest Lost boys.",9,84500
22516,MCQ,Which fairy is Peters guardian in the book Peter and the Shadow Thieves?,9,84504
22517,MCQ,"In Harry Potter and the Half-Blood Prince, when Harry is visiting Weasleys Wizard Wheezes, what is the last product mentioned before he followed Draco Malfoy into Knockturn Alley?",9,84507
22518,MCQ,What kind of tree does Harry Potter sit under after Dumbledores funeral?,9,84510
22519,MCQ,"The first time Harry Potter encounters a little girl outside the room of requirement, she drops a bottle of what?",9,84517
22520,MCQ,What is Bellatrix Lestranges wand made of?,9,84519
22521,MCQ,What is Zoeys last name on the TV show Zoey 101?,9,84524
22522,T/F,"On the sitcom Zoey 101, Zoeys brothers name is Todd.",9,84527
22523,MCQ,Did Lola pretend to be a freaky goth chick on the show Zoey 101?,9,84529
22524,MCQ,Has Chase had a crush on Zoey on the sitcom Zoey 101?,9,84531
22525,MCQ,What year did the TV series Zoey 101 hit the airwaves?,9,84534
22526,MCQ,Who is the principal of the high school on Zoey 101?,9,84539
22527,MCQ,What is the name of Zoeys high school on Zoey 101?,9,84542
22528,MCQ,What is the name of Zoeys brainiac friend on the sitcom Zoey 101?,9,84544
22529,MCQ,What happened to Nicole on the TV show Zoey 101?,9,84548
22530,T/F,Logan Ryan is the spoiled rich boy on Zoey 101.,9,84553
22531,MCQ,What  Zoey 101 character has a lisp?,9,84556
22532,MCQ,Did Zoey start dating James when Chase went to England.,9,84558
22533,MCQ,Has Quinn dated Marc on the show Zoey 101?,9,84561
22534,MCQ,When did Zoey 101 end its original run?,9,84565
22535,T/F,Jamie Lynn Spears plays Zoey on Zoey 101.,9,84567
22536,MCQ,Is there a host for the Arcade on Webkinz?,9,84568
22537,MCQ,What type of animal is the school superintendent on Webkinz?,9,84570
22538,T/F,"On Webkinz, there is a host for the Tournament Area.",9,84574
22539,MCQ,How many tokens do you need to access the Wish Machine in Webkinz World?,9,84579
22540,T/F,Dr. Quacks Clinic is the doctors office in Webkinz world.,9,84580
22541,MCQ,"In Webkinz World, What is the maximum amount of Kinzcash (from the tips can) that Arte will accept?",9,84582
22542,MCQ,What is the 150th to last word in Harry Potter and the Deathly Hallows?,9,84587
22543,MCQ,"In Harry Potter and the Deathly Hallows, there is a chapter called The Bribe. What is the 138th word in this chapter?",9,84590
22544,MCQ,This word is the 367th word of Hermiones Secret in Harry Potter and the Prisoner of Azkaban.,9,84596
22545,MCQ,"What is the 120th word in Grim Defeat, a chapter of Harry Potter and the Prisoner of Azkaban.",9,84600
22546,MCQ,"What is the 105th to last word in Diagon Alley, a chapter in Harry Potter and the Sorcerers/Philosophers Stone?",9,84604
22547,MCQ,"This word is the 224th word of the chapter, titled The Midnight Duel in Harry Potter and the Sorcerers/Philosophers Stone.",9,84609
22548,MCQ,Harry Potter and the Chamber of Secrets has a chapter called The Chamber of Secrets. What is the 83rd to last word in this chapter?,9,84613
22549,MCQ,"In the Dueling Club, a chapter in Harry Potter and the Chamber of Secrets, what is the 251st to last word?",9,84617
22550,MCQ,This is word number 230 in the chapter Elf Tails in Harry Potter and the Half-Blood Prince.,9,84619
22551,MCQ,"Whats the last line of the nursery rhyme Little Bo Peep:- Little Bo Peep has lost her sheep- And cant tell where to find them.- Leave them alone, And theyll come home,- ..................................?",9,84625
22552,MCQ,"Fill in the missing words in the nursery rhyme Hush, Little Baby:- Hush, little baby, dont say a word- Mamas gonna buy you a mockinbird- If that mockinbird dont sing- Mamas gonna buy you ....................",9,84626
22553,T/F,"In the following division problem, the quotient is 2:- 12 / 6 = 2.",9,84631
22554,MCQ,"If your dog is licking him/herself, he/she is actually doing this.",9,84635
22555,MCQ,Kittens use the litter box as a place to what?,9,84638
22556,MCQ,"When dogs lick you, to them it is the same as kissing you.",9,84641
22557,MCQ,Which of the following is NOT true about an adverb?,9,84643
22558,MCQ,What is the participle in the following sentence?  Jane noticed her father walking along the shoreline.,9,84648
22559,MCQ,Which of the following words can be used as an adjective?,9,84652
22560,MCQ,"Two words can be brought together as a compound word.  They can be written together (one way), written as one word (hairstylist) or written with a hyphen (forty-two).  Which of the following sentences is a correct usage of a hyphen?",9,84657
22561,MCQ,The word effect is used as what part of speech in the following sentence?  Will lack of sleep have an effect on your performance at work?,9,84658
22562,MCQ,Which of the following sentences uses a comma incorrectly?,9,84664
22563,MCQ,"In which movie did Hermione Granger say the following:- Im going to bed, before either one of you have another clever idea to get us killed, or worse, expelled",9,84668
22564,MCQ,Complete this line from the classic childrens book Green Eggs and Ham:- I am ______.,9,84672
22565,MCQ,Complete this line from the book Green Eggs and Ham:- I do not like them in a box! I do not like them with a _____!,9,84677
22566,MCQ,What word is missing in this line from the book Green Eggs and Ham:- Would you? Could you?- In a ........?,9,84679
22567,MCQ,"In what Disney film does the following exchange take place:- I want to do something for her... but what?- Well, theres the usual things: flowers... chocolates... promises you dont intend to keep... ?",9,84685
22568,MCQ,What Disney film is this dialogue from:- Uh-oh.- Dont tell me. Were about to go over a huge waterfall.- Yep.- Sharp rocks at the bottom?- Most likely.- Bring it on?,9,84686
22569,MCQ,What does x equal in this equation?- 4x+4=12,9,84691
22570,MCQ,What is the answer to the following:- (2*5)-5,9,84695
22571,MCQ,Is this correct?- 2-3+1-4+4-=0,9,84698
22572,MCQ,"What is the missing number?- 2,4,7,11,?,22",9,84700
22573,MCQ,What year did the animated series The Adventures of Jimmy Neutron: Boy Genius 1st air?,9,84706
22574,MCQ,Who  are Jimmys best friends on the show The Adventures of Jimmy Neutron: Boy Genius?,9,84709
22575,MCQ,What are Libbys and Cindys last names on the animated show The Adventures of Jimmy Neutron: Boy Genius?,9,84713
22576,MCQ,In what episode of The Adventures of Jimmy Neutron: Boy Genius are Jimmy and friends diagnosed with superpowers?,9,84718
22577,MCQ,"On the animated show The Adventures of Jimmy Neutron: Boy Genius, who is Sheens favorite  superhero?",9,84721
22578,MCQ,What city do Jimmy and his friends live in on the show The Adventures of Jimmy Neutron: Boy Genius?,9,84727
22579,T/F,"In the series The Adventures of Jimmy Neutron: Boy Genius, Jimmy has a crush on Cindy.",9,84729
22580,MCQ,What is Jimmys dads name on The Adventures of Jimmy Neutron: Boy Genius?,9,84733
22581,MCQ,What is Jimmys dads favorite food on The Adventures of Jimmy Neutron: Boy Genius?,9,84734
22582,MCQ,Who is the teacher of fictional character Jimmy Neutron?,9,84738
22583,MCQ,Does animated character Jimmy Neutron have a  brother?,9,84742
22584,MCQ,Which of these is a rational fear according to the book the The Wide Window by Lemony Snicket?,9,84744
22585,T/F,"In the book The Austere Academy, when Carmelita Spats called the Baudelaires cakesniffers, Mr. Poe said that was very rude of her.",9,84749
22586,MCQ,"In which book by Lemony Snicket does the phrase, It takes a village to raise a child, affect the Baudelaires?",9,84752
22587,MCQ,Which statement is true about some of the pages of the book The Ersatz Elevator?,9,84754
22588,MCQ,In which book of A Series of Unfortunate Events are there two pages that are almost identical?,9,84758
22589,MCQ,"Every book of A Series of Unfortunate Events is dedicated to Beatrice, followed by a short message. Which of the following sentences was never written on the dedication page?",9,84764
22590,MCQ,Decode the name of this fruit:- tenceniar,9,84768
22591,MCQ,Who is the Beatrice that writer Lemony Snicket always dedicates his books to?,9,84772
22592,MCQ,The 13th book of A Series of Unfortunate Events ends with the Baudelaires doing what?,9,84776
22593,T/F,The final 13th book of A Series of Unfortunate Events has 13 chapters and ends with an About the author... section.,9,84778
22594,MCQ,Which set of characters from A Series of Unfortunate Events contains only people who lived through the entire series?,9,84783
